,artist_name,track_name,track_id,popularity,release_date_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1433,Calixto Ochoa y Su Conjunto,Los Sabanales,6C3UW9oW2iCnoMMHkGjnPF,0.39,1982,0.828,0.636,2,-5.684,1,0.0497,0.0657,4.39e-05,0.0364,0.852,123.656,161760,4
1434,Three Dog Night,Eli's Coming,2clEJgdfdimThOKib9N9ZM,0.37,1982,0.303,0.643,9,-11.326,0,0.079,0.332,1.92e-05,0.168,0.472,169.237,160147,4
1435,George Winston,Some Children See Him,5BGCuhBYcAQRHtEWka3kqt,0.36,1982,0.472,0.0693,8,-17.388,1,0.134,0.988,0.858,0.0903,0.424,164.596,224956,3
1436,George Winston,"Night, Pt. 1: Snow",3ldQhWXp1GCZM0SSPwfk3F,0.37,1982,0.379,0.205,4,-20.759,0,0.0431,0.995,0.912,0.0865,0.304,150.311,113029,4
1437,Loredana Bertè,J'adore Venise,4COAOWTtlt8WgtA7AoxSeT,0.47,1982,0.695,0.647,4,-9.652,0,0.0353,0.263,0.000492,0.0539,0.88,116.774,256307,4
1438,Cheap Trick,She's Tight,6guQQe1dKmlhkW49saWzuk,0.37,1982,0.421,0.785,4,-8.785,1,0.054,0.202,1.25e-05,0.166,0.849,155.597,178107,4
1439,Luther Vandross,Since I Lost My Baby,2McxCsOcW1sDCxtlxYEcRS,0.37,1982,0.54,0.499,7,-10.373,0,0.0533,0.462,0.0,0.21,0.527,74.033,326813,4
1440,Van Halen,Cathedral - 2015 Remaster,3fXFhoffpzywnfHC3BpyuX,0.38,1982,0.427,0.162,4,-14.99,0,0.0479,0.994,0.903,0.108,0.307,102.759,83170,1
1441,Sad Lovers & Giants,Lope,0dJzRPbEdqMLqRCjwPhcE9,0.41,1981,0.632,0.389,11,-17.113,0,0.029,0.00358,0.693,0.101,0.501,112.783,230400,4
1442,Loverboy,Lucky Ones - Remastered 2006,6NozK7e0MD7VdJNCjxsbfU,0.37,1981,0.552,0.827,4,-6.517,1,0.0401,0.184,6.62e-06,0.324,0.671,105.986,230200,4
1443,Four Tops,When She Was My Girl,3FPaQv0qldYuF0XD0ziwT8,0.44,1981,0.696,0.593,5,-10.283,1,0.0399,0.203,0.00219,0.0767,0.778,100.346,206053,4
1444,Ozzy Osbourne,S.A.T.O.,4thwHq3kmSztJYd5gefBCc,0.39,1981,0.267,0.956,4,-4.952,0,0.16,0.00207,0.0125,0.101,0.231,111.359,247240,1
1445,The Human League,The Things That Dreams Are Made Of - 2002 Mix,5GLYtND9tYHCEdIQ1i1JH3,0.45,1981,0.864,0.507,11,-6.464,0,0.0722,0.102,0.0,0.291,0.633,126.162,257867,4
1446,The Neville Brothers,Fire On The Bayou,4nsC2PG5fF4dWu2P9isR4m,0.37,1981,0.688,0.677,10,-11.289,1,0.0339,0.21,0.0424,0.0512,0.979,100.602,318467,4
1447,The Who,Another Tricky Day,4OOl1HrB8mN89arE62V3sX,0.35,1981,0.709,0.818,5,-8.39,1,0.0352,0.153,0.000478,0.0416,0.75,113.433,296867,4
1448,ABBA,Slipping Through My Fingers,4OkSYRRFb3UMXtTj1SnBOR,0.47,1981,0.473,0.424,5,-9.143,1,0.03,0.769,2.99e-05,0.237,0.275,137.039,235683,4
1449,Roger,"So Ruff, so Tuff",4HLVuXheyiKJ0URSBka2Cn,0.37,1981,0.915,0.768,1,-4.52,1,0.0706,0.278,0.00272,0.0628,0.814,111.381,292600,4
1450,Mocedades,"Amor de Hombre (De ""La Leyenda del Beso"")",5KwijXdF7LhoZ6PyezS26b,0.53,1981,0.463,0.415,2,-12.03,1,0.0354,0.455,0.0,0.433,0.308,168.426,185613,4
1451,Barbra Streisand,Evergreen,0j3GgpDSr6ROmp49hcocNR,0.44,1981,0.37,0.188,9,-16.422,1,0.0335,0.95,0.0535,0.0846,0.192,115.142,184493,4
1452,Ted Nugent,Wango Tango,2l6HrprjoJwGkzebFCTCkK,0.4,1981,0.494,0.939,2,-6.889,1,0.296,0.0385,0.000546,0.708,0.552,171.233,289307,4
1453,Agent Orange,The Last Goodbye,3FjZqDdvzLk4Xttusx6ZhC,0.37,1981,0.244,0.919,11,-8.735,0,0.0699,0.0845,0.0,0.265,0.361,183.278,169000,4
1454,Oingo Boingo,What You See,21JsJzLHcd6G2QfNLEmFoE,0.37,1981,0.675,0.763,8,-11.545,0,0.0501,0.14,0.0361,0.0579,0.886,175.354,235000,4
1455,Siouxsie and the Banshees,Night Shift,3OTGIMpePnTxxjigPJW2eA,0.4,1981,0.412,0.721,4,-7.27,0,0.0316,0.165,9.24e-05,0.162,0.203,87.205,364200,4
1456,Ricky Skaggs,Country Boy,1UBEJu60nnWN5rOGwNsGZc,0.37,1981,0.355,0.707,7,-11.905,1,0.0321,0.057,0.0055,0.0992,0.564,162.408,229600,4
1457,David Bowie,Starman - 2012 Remaster,43R4zUjfnrz0rjlcdzir3D,0.43,1981,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,4
1458,Serú Girán,Salir De La Melancolía,4T9Elo8e4WcZzWm6PF3WgW,0.51,1981,0.714,0.674,7,-12.932,1,0.0759,0.658,0.000356,0.318,0.694,95.402,125733,4
1459,Atlanta Rhythm Section,Outlaw Music,2jp4qGwBNIzb94zPgZWLOz,0.36,1981,0.589,0.34,4,-13.036,1,0.0284,0.681,0.00116,0.0824,0.58,135.386,301013,4
1460,Elvis Costello & The Attractions,Good Year For The Roses,4RZCoFsZHw9XvDZdv2jtkK,0.49,1981,0.507,0.395,9,-10.955,1,0.0371,0.249,0.000619,0.147,0.457,97.272,188920,4
1461,George Strait,Friday Night Fever,1qJIPABj63MXXDTHwZfZR0,0.35,1981,0.59,0.504,10,-15.623,1,0.0578,0.193,0.0,0.218,0.817,174.444,149373,4
1462,Duran Duran,Is There Something I Should Know?,0lJK5ZmN9K4IaEi6QHj5W8,0.34,1981,0.57,0.967,7,-4.956,1,0.076,0.0218,6.44e-06,0.285,0.776,124.856,249667,4
1463,Stars On 45,Stars On 45 - Original Single Edit,59BkBWQitTPgS1inzGfyI5,0.5,1981,0.779,0.653,7,-10.827,1,0.0618,0.345,2.44e-06,0.475,0.968,122.569,286581,4
1464,Pat Benatar,Fire And Ice,6nZdPmZoeIDtqG8AwJlWNe,0.38,1981,0.734,0.478,0,-9.768,0,0.0313,0.105,0.000621,0.101,0.679,118.359,201227,4
1465,Galy Galiano,Frio de Ausencia,2RUgWOMo89GdLJ9SHfH4UF,0.43,1981,0.581,0.741,9,-6.833,1,0.0269,0.0473,2.57e-06,0.249,0.761,113.652,227909,4
1466,The J. Geils Band,Angel In Blue,5FszLVGCUOW03jp9vaCNbr,0.39,1981,0.577,0.621,4,-12.231,1,0.0266,0.0976,1.33e-05,0.0813,0.534,106.94,291640,4
1467,Foreigner,Girl on the Moon,0WapisGaQAkdtuGEJjWSC2,0.41,1981,0.597,0.756,4,-7.071,1,0.0409,0.223,0.0393,0.306,0.422,110.603,232800,4
1468,Jimmy Buffett,Coconut Telegraph,5ZKPylaZ9jgoDKoYZqJ3RG,0.36,1981,0.591,0.591,4,-12.966,1,0.0605,0.21,0.0,0.156,0.936,157.047,179667,4
1469,Rene & Angela,I Love You More,0ccXHJcp98HBgEXVLUP3eH,0.42,1981,0.857,0.684,4,-7.267,1,0.128,0.298,0.00258,0.0909,0.712,105.29,334040,4
1470,ABBA,The Visitors,4lC9s3vwDa16w2G33KfF9C,0.47,1981,0.626,0.44,2,-15.532,1,0.0305,0.0821,0.000604,0.0659,0.727,131.175,347707,4
1471,Stevie Nicks,After the Glitter Fades - 2016 Remaster,0JHm1MZjQ1smYmD8XCGx11,0.38,1981,0.553,0.569,9,-7.12,1,0.0271,0.434,1.35e-06,0.259,0.58,138.344,210467,4
1472,April Wine,All Over Town,7a6OzNCJJId4ZhNTkJHPgx,0.36,1981,0.594,0.661,9,-13.79,0,0.0465,0.111,7.07e-06,0.0929,0.904,129.045,180200,4
1473,Bauhaus,The Man with X-Ray Eyes,6C0jR6PqOluW9xwrTSeCvt,0.4,1981,0.545,0.468,11,-16.188,0,0.048,0.0735,0.000676,0.103,0.718,152.965,185200,4
1474,Rick James,"Super Freak - 12"" Version",3LWnuzqLpB4fVEYh8dHZhH,0.43,1981,0.785,0.767,7,-9.92,1,0.0414,0.0374,6.16e-05,0.264,0.967,131.105,425560,4
1475,Siouxsie and the Banshees,Halloween,3lM9UdOYvDIs5PSY8aBEl2,0.39,1981,0.223,0.91,7,-7.097,1,0.0801,0.0118,0.000518,0.212,0.364,171.766,221467,4
1476,John Anderson,Chicken Truck,26Ekh3YJBCj1e6sxIBkJGB,0.36,1981,0.563,0.514,7,-16.623,1,0.0356,0.201,5.79e-06,0.106,0.971,166.896,163320,4
1477,S.O.A.,Girl Problems,7xtVH0YwETiwEXfdIwPSU6,0.37,1981,0.329,0.76,9,-15.015,1,0.0614,0.00197,0.916,0.317,0.649,95.475,48390,4
1478,The Bluegrass Album Band,Blue Ridge Cabin Home,5mWXwPblYsigDkZ2dvFfQm,0.35,1981,0.548,0.485,10,-15.068,1,0.0378,0.461,0.00197,0.146,0.922,121.773,191027,4
1479,The Cars,I'm Not the One,6eRLUjHubf9tlO7ZCc04Da,0.39,1981,0.619,0.466,4,-11.15,0,0.0308,0.176,0.000914,0.0617,0.226,79.032,254067,4
1480,George Strait,Blame It On Mexico,4UF09dwPxkbHSD3ABjNY8p,0.35,1981,0.663,0.359,0,-16.09,1,0.0321,0.357,0.0,0.0617,0.889,100.904,169267,4
1481,The Cramps,Primitive,4FKvX77CY4m1zmnXfWwim4,0.39,1981,0.532,0.75,11,-10.101,0,0.0458,0.0805,0.0102,0.164,0.582,121.872,212160,4
1482,Wasted Youth,Problem Child,6PSolOW1CcFGSZALJECEvk,0.37,1981,0.3,0.836,0,-13.925,1,0.08,0.0128,0.243,0.133,0.361,164.998,126600,4
1483,Judas Priest,Desert Plains,1zMXCwfwiIGPZA4kq7ideV,0.41,1981,0.538,0.923,0,-5.154,1,0.0447,0.00046,0.00863,0.564,0.445,124.449,274867,4
1484,Sammy Hagar,Piece Of My Heart,7lRVXzYDdXywXHMeoZZsXl,0.37,1981,0.516,0.56,2,-11.029,1,0.0339,0.0544,0.000431,0.0698,0.713,89.574,237693,4
1485,Air Supply,Keeping the Love Alive,2EzTLbGTRB1tD47jN509wc,0.49,1981,0.323,0.481,0,-8.442,1,0.0328,0.565,1.47e-05,0.202,0.222,173.092,218093,4
1486,The Rolling Stones,Tops - Remastered,0kesmP5jKuavoUDwuoMG3l,0.4,1981,0.599,0.715,10,-7.107,1,0.0429,0.108,4.75e-05,0.0834,0.714,80.541,226773,4
1487,Atlanta Rhythm Section,Alien,7DZQd335o3GLCJhkqUox4I,0.38,1981,0.525,0.477,5,-9.874,0,0.0285,0.266,0.00645,0.099,0.731,122.887,294400,4
1488,"Earth, Wind & Fire",Lady Sun,0nhhq4M9oJH6SOj6h6PYEi,0.4,1981,0.79,0.895,5,-8.797,0,0.145,0.234,0.000706,0.71,0.564,127.182,220933,4
1489,Gary Wright,Really Want to Know You - Remastered Version,672L8kwlwJu5w8D6MWyvDC,0.4,1981,0.574,0.493,1,-13.666,1,0.0341,0.209,3.02e-05,0.0568,0.704,124.531,262707,4
1490,Luther Vandross,Anyone Who Had a Heart,45iQcSIJBgJkD2YI4XhXV2,0.38,1986,0.404,0.204,1,-15.244,1,0.0384,0.676,2.41e-05,0.109,0.191,113.797,346267,3
1491,The Smiths,Bigmouth Strikes Again - 2017 Master,1JXpzsOgH0lA3JU7wyRzwJ,0.46,1986,0.399,0.904,1,-4.607,0,0.041,0.0474,1.35e-06,0.532,0.879,134.892,191920,4
1492,Talk Talk,Happiness Is Easy - 1997 Remaster,3wowK80ug94yqlI86A9Ej9,0.49,1986,0.699,0.407,5,-12.58,0,0.0548,0.0214,0.0694,0.0393,0.922,106.948,390693,4
1493,Uninamise,To The Moon,6deLumqvwYy2m2LPF1raeI,0.52,1986,0.781,0.505,7,-8.954,1,0.258,0.463,0.424,0.0766,0.55,141.92,167857,4
1494,Yordano,Locos de Amor,3sS3ricJcq0cIEQze7kt9B,0.51,1986,0.861,0.452,0,-10.473,1,0.0328,0.261,0.0,0.0984,0.817,108.85,243995,4
1495,Paul Simon,Diamonds on the Soles of Her Shoes,6soLo7Z2vDBPulJgC1VC8J,0.42,1986,0.792,0.677,5,-9.724,1,0.0357,0.776,0.00121,0.224,0.877,110.663,349280,4
1496,Phyllis Hyman,What You Won't Do for Love,7Cw9qRzAA9RMH4DxMkg6pr,0.41,1986,0.64,0.765,6,-8.629,0,0.0302,0.142,0.000884,0.129,0.829,82.954,242733,4
1497,Ozzy Osbourne,Secret Loser,5PqNAorQun71NZzL7c0myK,0.42,1986,0.529,0.979,6,-6.429,1,0.0723,0.00929,4.55e-05,0.331,0.574,151.003,248453,4
1498,Juan Gabriel,La Muerte del Palomo,7rB942OGrgCnvgte3oItUe,0.46,1986,0.563,0.188,0,-18.52,1,0.0284,0.774,0.0,0.404,0.552,104.364,209133,3
1499,Gwen Guthrie,Ain't Nothin' Goin' On But The Rent,4De6tTVXe0N3V0OPOmkvT3,0.46,1986,0.793,0.681,10,-11.772,0,0.0825,0.084,0.00022,0.532,0.888,107.244,359560,4
1500,Toshifumi Hinata,Passage,1E0yH4SqP3qkPIAjDUtdoT,0.41,1986,0.297,0.0971,7,-16.049,0,0.0326,0.976,0.929,0.0656,0.186,91.357,253933,3
1501,Lionel Richie,Love Will Conquer All,6nbi2AJ9hAi2SE8jH6mRKV,0.44,1986,0.79,0.443,2,-10.078,0,0.026,0.169,1.68e-06,0.272,0.646,98.043,340987,4
1502,Stryper,Calling On You,2qw9qgcPNCnq18WJLAm83x,0.41,1986,0.513,0.763,1,-10.132,1,0.0387,3.93e-05,0.0321,0.0425,0.523,124.51,237707,4
1503,Tesla,Ez Come Ez Go,7pZ1dhooWYTuY2bkg7OkF3,0.38,1986,0.458,0.613,9,-9.704,1,0.0431,0.00968,1.59e-05,0.158,0.704,113.335,212867,4
1504,Mecano,"Ay, qué pesado",3G2hzcHCb4SF7fTNMaOJpV,0.5,1986,0.818,0.702,5,-7.334,1,0.0409,0.0183,0.0868,0.0489,0.974,142.224,239373,4
1505,Queen,Who Wants To Live Forever,22KvnSgCUY8ix8riybbYiI,0.36,1986,0.166,0.194,4,-16.724,0,0.0364,0.426,0.000571,0.12,0.0398,139.541,315000,4
1506,Tesla,Changes,1a0K7e9ZxMjY5KLaBP8eYF,0.37,1986,0.417,0.646,4,-10.946,0,0.0446,0.0203,4.65e-05,0.122,0.126,117.647,302440,4
1507,The Rolling Stones,Harlem Shuffle - Remastered 2009,2StkuotzPgX5FpSjMpTvlw,0.46,1986,0.742,0.94,2,-3.485,1,0.0756,0.0866,0.0279,0.319,0.782,121.747,204427,4
1508,Flans,Veinte Millas,2PJa2C3r3b6byOU6JsxNUn,0.53,1986,0.722,0.582,4,-13.514,1,0.0285,0.0874,5.16e-05,0.187,0.752,110.076,256200,4
1509,Sergio Vargas,La Quiero a Morir,4Tzq5jGBM5BN7eAkz64BCQ,0.45,1986,0.587,0.596,2,-10.086,1,0.0334,0.698,2.68e-05,0.278,0.899,130.573,306442,4
1510,Luther Vandross,Give Me the Reason,4jwj7WcGHwNpG0ovatCbST,0.42,1986,0.751,0.639,5,-11.497,0,0.0361,0.0849,0.000586,0.0763,0.875,140.004,285600,4
1511,ICEHOUSE,No Promises,4AX3HUxF377bqmKfqC0s2N,0.53,1986,0.66,0.738,5,-11.294,0,0.0287,0.0651,0.0144,0.116,0.704,115.813,222200,4
1512,José Luis Perales,Dime,14YBXNrQqx6SuHNbG8Awfz,0.5,1986,0.328,0.568,10,-8.71,1,0.0353,0.498,0.00435,0.163,0.291,120.124,222733,4
1513,Alvaro Torres,De Punta a Punta,1bww9LfSbRO1NwWSNahJSe,0.47,1986,0.399,0.32,8,-16.965,1,0.0404,0.556,1.12e-05,0.072,0.528,182.618,212240,3
1514,Slayer,Reborn,6InwRCgZgw6WZ1xMUFd0M6,0.36,1986,0.479,0.998,1,-3.823,1,0.191,0.00123,3.22e-05,0.223,0.0594,110.513,131533,4
1515,Atlantic Starr,Secret Lovers,4xwllvf4zL43zIj8K7H6zd,0.37,1986,0.541,0.356,0,-16.094,1,0.0418,0.598,1.27e-06,0.245,0.5,79.995,330093,4
1516,Pet Shop Boys,West End Girls - 2018 Remaster,2Di0qFNb7ATroCGB3q0Ka7,0.43,1986,0.656,0.914,4,-7.471,0,0.0394,0.000943,0.0628,0.159,0.576,113.259,285907,4
1517,Hiroshima,One Wish,6Bc1D6PR9oaeTZNMPSwE2U,0.38,1986,0.847,0.411,0,-15.507,0,0.0426,0.295,0.857,0.101,0.954,110.287,291867,4
1518,Freddie Jackson,Tasty Love,58OEc1sLFqQFP14PqV9AEz,0.37,1986,0.763,0.282,1,-17.004,1,0.0555,0.108,0.0,0.0186,0.912,159.931,268493,4
1519,Bill Mitchell,Prologue (Little Shop Of Horrors),47emvoa8N7zhTK0dQNK95g,0.38,1986,0.635,0.599,7,-15.543,1,0.0976,0.473,6.16e-05,0.061,0.679,163.993,208533,4
1520,Maria Conchita Alonso,La Loca,4qnoxIQcnxmkcrLOu9yQda,0.35,1986,0.636,0.331,8,-14.871,1,0.0441,0.507,0.0,0.0676,0.25,129.977,237800,4
1521,Honeymoon Suite,Feel It Again,27njtYcV3FjqmAvtxEUC4S,0.42,1986,0.6,0.574,10,-13.164,1,0.0395,0.00874,7.41e-06,0.117,0.559,122.141,277293,4
1522,José Luis Perales,Qué Canten los Niños - Homenaje a las Aldeas SOS,27ZrFLElsXCUIrSvgGD497,0.51,1986,0.507,0.227,5,-19.383,1,0.035,0.779,0.0,0.171,0.273,149.591,288733,3
1523,轮询器,波尔博尔,315SVv1LpfRvL9mrFXZo1n,0.4,1986,0.838,0.571,6,-9.272,1,0.27,0.122,0.0,0.114,0.384,135.993,212793,4
1524,La Familia André,De Oro,2StaBZCqvzVx1582KFsmaP,0.51,1986,0.502,0.73,0,-6.979,1,0.134,0.0825,2.69e-06,0.104,0.735,87.889,279613,4
1525,Spandau Ballet,Through the Barricades - Remastered,5ALQSecfsZLsWip5CZK9aN,0.59,1986,0.485,0.278,7,-14.06,1,0.0307,0.303,0.00011,0.122,0.166,146.012,359769,4
1526,Dag Nasty,Values Here,2tj2Yq292hdP3HBngbDwNq,0.39,1986,0.376,0.85,5,-6.218,0,0.0728,0.000784,8.15e-05,0.43,0.426,94.773,143773,4
1527,James Brown,Give It Up Or Turnit A Loose - Remix,5hyinpdAW0ov09P4Q2cert,0.42,1986,0.698,0.722,11,-14.111,0,0.0508,0.0386,0.548,0.0919,0.776,114.847,370200,4
1528,Boston,Hollyann,5h3OrLvTXxE34EGGSR6t19,0.38,1986,0.344,0.397,2,-15.426,1,0.0322,0.143,9.78e-06,0.114,0.232,104.469,313733,4
1529,Joe Hisaishi,Castle in the Sky,55AEtoeFgM4EtZL8MIDxEq,0.42,1986,0.119,0.297,5,-13.885,0,0.035,0.817,0.947,0.0746,0.0478,81.743,277000,4
1530,Book Of Love,Modigliani (Lost in Your Eyes),53yTfRNAwCC7aLGaKlbysJ,0.38,1986,0.613,0.623,6,-14.608,1,0.0359,0.0311,0.336,0.0439,0.728,117.058,242093,4
1531,Paul Simon,I Know What I Know (with General M.D.Shirinda & The Gaza Sisters),6uKtine48noy5bOCSWVPzw,0.42,1986,0.795,0.741,0,-6.78,1,0.0535,0.254,0.000258,0.189,0.961,117.912,193373,4
1532,Los Iracundos,Puerto Montt,4Q60UejZBBVsuMiTPJ6GYS,0.53,1986,0.305,0.481,2,-10.473,0,0.0328,0.135,0.000403,0.679,0.543,103.675,189293,4
1533,R. Stevie Moore,Part of the Problem,0QHFSL6L5OGBWhh6Z7j1Aq,0.38,1986,0.465,0.83,11,-9.738,0,0.0637,0.0248,0.492,0.75,0.376,143.422,221467,4
1534,Rick Moranis,Grow For Me,0fpwYrXMzPghmvKwcWNxWb,0.37,1986,0.627,0.353,3,-15.803,1,0.0511,0.72,0.0,0.0927,0.361,138.206,144800,3
1535,Sweethearts of the Rodeo,Midnight Girl / Sunset Town,6lyrPJ8lLjUng9eYudOHvb,0.39,1986,0.638,0.738,10,-8.769,1,0.0306,0.129,0.0,0.0842,0.904,163.182,185160,4
1536,La Sonora Matancera,Piel Canela,1xbHpoMovQ6S0n5thuOLsP,0.46,1986,0.784,0.35,8,-8.851,1,0.0551,0.92,0.00971,0.0655,0.91,115.257,167133,4
1537,The Platters,You'll Never Never Know,2CfiZRucDxVD8mVWCiwd3O,0.43,1986,0.407,0.379,1,-10.944,1,0.0331,0.915,0.0,0.106,0.645,99.943,160840,4
1538,Ramon Ayala Y Sus Bravos Del Norte,Volví A Mi Finca De Adobe,7CJSiAMo8EUdQde8Tv1wJp,0.35,1986,0.861,0.532,3,-7.997,1,0.161,0.327,5.62e-05,0.0339,0.765,109.505,189507,4
1539,José Luis Perales,Ella y El,67k0kAfn0S7bCns6zQgWVs,0.49,1986,0.6,0.729,2,-7.281,1,0.0272,0.488,3.24e-06,0.135,0.604,93.503,187120,4
1540,Johnny Thunders,You Can't Put Your Arms Around a Memory,4n8WKdlSKYbtVe6ELlbvup,0.41,1985,0.49,0.148,2,-17.411,1,0.0348,0.533,0.0,0.0821,0.22,135.571,172333,4
1541,Chris Rea,Josephine,6JFfOp1LTXnyDCTfHlOc9j,0.56,1985,0.656,0.469,3,-15.941,0,0.0281,0.0223,0.00866,0.0475,0.66,110.037,237560,4
1542,Los Marineros del Norte,Otra Botella,2o3tP34GXPSCBJxYYZdcPi,0.36,1985,0.663,0.816,0,-4.737,1,0.0348,0.383,4.56e-05,0.31,0.926,118.131,209267,4
1543,Stevie Ray Vaughan,So Excited,1nB4UkYsul7uVNK8YIUmw8,0.38,1985,0.531,0.743,1,-8.831,1,0.0376,0.00208,0.351,0.222,0.719,127.257,209147,4
1544,Exodus,Strike of the Beast,3nBbTSjJpTHDyz3D1x1rDu,0.42,1985,0.266,0.963,4,-5.366,0,0.164,7.36e-05,0.000119,0.412,0.174,93.499,237027,4
1545,Fishbone,Bonin' In the Boneyard,3WBRoMyO2huOjKnrq0PaTX,0.39,1985,0.663,0.96,1,-4.927,1,0.108,0.0344,0.445,0.371,0.408,130.404,284627,4
1546,Strawberry Switchblade,Ecstasy (Apple of My Eye),0Effzj0jYm57pegdTDFqnH,0.37,1985,0.712,0.554,4,-6.051,1,0.0302,0.116,0.00596,0.145,0.899,97.899,210573,4
1547,Ray Brown Trio,Exactly Like You,4gogxeItIt50DZFZrzCqqt,0.4,1985,0.702,0.227,5,-19.677,0,0.0484,0.275,0.102,0.0787,0.491,82.714,345520,4
1548,Reba McEntire,I'm Not That Lonely Yet,7nE0zEsE8MIYCkoV5W7LcJ,0.36,1985,0.574,0.159,5,-16.81,1,0.0276,0.886,0.0,0.216,0.253,83.953,165427,3
1549,Ray Brown Trio,Cry Me A River,4z5tPOBoKRIgCRVJMPPnoH,0.42,1985,0.515,0.104,0,-24.141,0,0.0422,0.299,0.866,0.128,0.187,107.991,344213,4
1550,Dolly Parton,Real Love,6cmv1w0ezmtjT1V61PG3lk,0.39,1985,0.437,0.476,7,-10.545,1,0.0334,0.183,0.0,0.0419,0.846,200.469,233693,4
1551,Alisha,All Night Passion,07gKujZEtDitwaJr3BSjjV,0.33,1985,0.766,0.496,11,-22.634,1,0.0571,0.0539,0.039,0.141,0.821,117.39,409933,4
1552,Tom Waits,Tango Till They're Sore,7jYGrZYqRXcK2IuJQJdMA9,0.41,1985,0.656,0.226,10,-15.17,0,0.0399,0.918,7.54e-06,0.107,0.694,98.292,171410,4
1553,Modern Talking,You Can Win If You Want,2pZbERJUZsfkKRn1EU1mgD,0.53,1985,0.792,0.842,6,-7.589,1,0.03,0.181,0.000185,0.0582,0.761,108.01,229987,4
1554,Big Audio Dynamite,Rush - Single Version,4u8Rsnp8Pzvui3WaTWasyY,0.38,1985,0.777,0.88,9,-10.057,1,0.0546,0.0916,0.0,0.332,0.71,124.037,188373,4
1555,Stevie Ray Vaughan,Change It,5u00iJsWV7xj5NTGAaMBQt,0.37,1985,0.431,0.685,4,-11.981,1,0.0423,0.000423,0.000159,0.0659,0.44,110.926,237133,4
1556,Eric Clapton,Forever Man - 1999 Remaster,6d4uxTsF44xXW6KWnp5pJh,0.43,1985,0.649,0.898,2,-6.018,0,0.0428,0.207,0.0103,0.193,0.797,111.151,191560,4
1557,Tears For Fears,Listen,6eAPuRbhPyTwY0xTBkHHtH,0.42,1985,0.165,0.508,9,-15.137,0,0.0496,0.801,0.871,0.425,0.249,80.612,413120,1
1558,Strawberry Switchblade,Since Yesterday,3PGX9zSuWbz0BCFztu1Rh1,0.42,1985,0.744,0.531,2,-9.295,1,0.0502,0.0494,0.00229,0.213,0.974,124.989,175480,4
1559,Héctor Lavoe,La Fama,7DKDyvd7sV0hN9KrLWRag4,0.44,1985,0.659,0.818,10,-7.341,0,0.0423,0.817,0.00886,0.0863,0.847,94.789,321480,4
1560,Ratt,Closer to My Heart,6RLRovaWCxB99c5jG6iuXK,0.37,1985,0.59,0.742,8,-12.486,1,0.0328,0.00455,0.133,0.114,0.662,118.04,270933,4
1561,Les Misérables-Original London Cast,Do You Hear the People Sing?,3W8L019j4VL8QXAAGzz0bu,0.34,1985,0.544,0.465,0,-7.931,1,0.0418,0.914,0.0,0.109,0.596,83.361,136347,4
1562,Mötley Crüe,Use It Or Lose It,3Fxz9X2gQFnhq5TGIT3ciG,0.39,1985,0.525,0.937,0,-4.804,1,0.0674,0.000751,1.26e-05,0.218,0.334,110.55,158360,4
1563,Hüsker Dü,Makes No Sense At All,3NNwIsOgMLE2CmMHPCdb9I,0.37,1985,0.32,0.934,7,-10.0,1,0.049,0.0968,8.6e-05,0.383,0.641,160.378,166027,4
1564,The Outfield,All The Love In The World,3sR4DlHGETLGfncj2PFqnI,0.52,1985,0.601,0.714,4,-7.848,1,0.0392,0.0212,0.0,0.0881,0.645,128.21,211267,4
1565,Kate Bush,Mother Stands For Comfort - 2018 Remaster,3Srp3roK2ugmrjVI1bq7Ba,0.34,1985,0.404,0.238,2,-17.277,0,0.0535,0.686,0.33,0.122,0.489,113.486,188173,4
1566,The Replacements,Here Comes a Regular - 2008 Remaster,5Yc1rQKy4uv4QJFJTPHEiu,0.38,1985,0.453,0.319,6,-13.216,1,0.0313,0.326,0.0,0.134,0.142,131.82,288133,4
1567,Patti Austin,If I Believed,5f5NvpQ3cTjEFJ6Jwl796O,0.49,1985,0.499,0.268,0,-14.549,1,0.0295,0.442,0.0,0.0759,0.287,67.772,208333,4
1568,Lisa Lisa & Cult Jam,Can You Feel The Beat,6714MkbelL1ydo35OXJfJd,0.33,1985,0.691,0.876,6,-9.536,0,0.0584,0.0816,0.00227,0.128,0.687,122.534,300600,4
1569,Tears For Fears,I Believe,2iwXxZD87p1Q3ISveQteiJ,0.42,1985,0.564,0.203,3,-16.934,1,0.0287,0.499,1.84e-06,0.177,0.112,75.709,295093,4
1570,R.E.M.,Driver 8,4P723ZazKqQox4zEwgsDec,0.36,1985,0.398,0.737,7,-12.512,1,0.0357,0.0738,0.146,0.163,0.858,161.005,203800,4
1571,Prince,America,7Fcig3cwilbkZwgZozN3bB,0.33,1985,0.802,0.804,0,-12.494,1,0.047,0.0636,0.00724,0.0668,0.4,133.66,222373,4
1572,Echo & the Bunnymen,Never Stop,0Gg0PMVFRktkvt6UyqulcD,0.38,1985,0.642,0.777,2,-12.427,1,0.034,0.669,0.00168,0.215,0.939,137.057,211427,4
